id,name,number,degree,hobbies,city,personality_traits,sex,age,origin_country,average_grade,language,learning_pace,career_focus
3824,Harry Villanueva,+48849181917,Master of Arts,['dancing'],Szczecin,"['honest', 'callous', 'sarcastic', 'sociable', 'driven', 'congenial', 'boorish']",male,23,Poland,3.93,English + Poland,Fast,High
3825,Dustin Fernandez,+48569127077,Master of Arts,"['gaming', 'dancing']",Szczecin,"['uncertain', 'sneaky', 'helpful', 'adaptable', 'manipulative']",female,28,Ukraine,2.64,English + Ukraine,Fast,High
3826,Jessica Flynn,+48439819989,Bachelor of Science,"['reading', 'cooking', 'sports', 'music']",Gdansk,"['sneaky', 'loyal', 'surly']",female,30,Poland,4.41,English + Poland,Medium,High
3827,Michael Henderson,+48424819818,Master of Science,['traveling'],Wroclaw,"['bossy', 'vulgar', 'jealous', 'tolerant', 'sympathetic', 'honest']",male,27,Poland,4.78,English + Poland,Low,Medium
3828,Pedro White,+48357274788,Bachelor of Arts,"['gaming', 'traveling']",Wroclaw,"['arrogant', 'pessimistic', 'boorish', 'uncertain', 'impulsive', 'enthusiastic', 'forgetful']",male,23,Poland,2.06,English + Poland,Low,High
3829,Kristi Knapp,+48122676717,Bachelor of Arts,"['reading', 'traveling', 'sports', 'dancing', 'hiking']",Katowice,"['aggressive', 'driven', 'callous', 'creative', 'fair', 'enthusiastic', 'apathetic']",male,25,Ukraine,2.76,English + Ukraine,Medium,High
3830,Justin Montgomery,+48868213745,PhD,"['music', 'dancing', 'sports', 'traveling']",Poznan,"['self-centered', 'sneaky', 'callous']",male,23,UK,1.24,English,Medium,Low
3831,Danielle Meadows,+48845996682,Bachelor of Arts,"['hiking', 'art']",Poznan,"['sociable', 'unpredictable']",male,26,Ukraine,4.82,English + Ukraine,Medium,Medium
3832,Kelly Phillips,+48211690458,Bachelor of Science,"['hiking', 'dancing']",Szczecin,"['finicky', 'rigid', 'honest']",female,26,Poland,2.67,English + Poland,Medium,High
3833,Eric Vaughn,+48006469602,Master of Arts,"['traveling', 'reading']",Lublin,"['stingy', 'friendly', 'exuberant', 'sneaky', 'sarcastic']",male,27,Germany,4.68,English,Fast,Low
3834,Isabel Woodward,+48731605517,Master of Arts,"['cooking', 'art', 'reading']",Katowice,['sympathetic'],male,26,Germany,4.16,English,Low,Low
3835,Steven York,+48000779647,Master of Science,"['hiking', 'gaming', 'reading', 'dancing']",Katowice,"['disrespectful', 'forgetful', 'charismatic', 'disloyal', 'cowardly', 'optimistic', 'picky']",male,30,USA,1.68,English,Low,Medium
3836,Emily Mendoza DDS,+48172510240,Bachelor of Science,['music'],Krakow,"['insightful', 'sociable', 'rude', 'indecisive', 'loyal', 'forgetful', 'sarcastic']",female,30,Ukraine,3.55,English + Ukraine,Medium,Medium
3837,Christopher Floyd,+48274379870,PhD,"['dancing', 'hiking', 'gaming', 'traveling']",Krakow,"['confident', 'charismatic', 'kind', 'determined', 'jealous']",female,30,Poland,4.14,English + Poland,Low,Low
3838,Jaime Jordan,+48180937305,Master of Arts,['hiking'],Gdansk,"['compassionate', 'precise', 'kind', 'malicious', 'argumentative']",male,30,Poland,1.01,English + Poland,Low,High
3839,Derek Roberts,+48563038117,Bachelor of Arts,['cooking'],Krakow,"['dishonest', 'surly']",male,24,USA,3.52,English,Medium,Low
3840,Angel Duffy,+48499345440,Bachelor of Science,"['music', 'traveling', 'cooking', 'dancing', 'reading']",Poznan,"['argumentative', 'adaptable', 'responsible', 'conceited', 'independent']",female,30,Ukraine,4.39,English + Ukraine,Fast,Low
3841,Nicole Nichols,+48155505771,Master of Science,['sports'],Warsaw,"['surly', 'driven', 'indecisive', 'unpredictable', 'reliable', 'fair', 'picky']",female,24,France,3.32,English,Low,Low
3842,Michael Butler,+48513782789,Bachelor of Science,['reading'],Katowice,"['thoughtless', 'intelligent', 'empathic', 'sociable', 'driven']",male,26,Poland,1.54,English + Poland,Fast,High
3843,James Gordon,+48147102026,PhD,"['gaming', 'sports']",Warsaw,"['unfriendly', 'sympathetic', 'adaptable', 'arrogant', 'finicky', 'uncertain', 'forgetful']",female,28,Ukraine,2.79,English + Ukraine,Medium,High
3844,Dr. Peter Robinson DDS,+48302220826,Master of Science,"['gaming', 'dancing', 'art']",Szczecin,"['boorish', 'optimistic', 'helpful', 'tolerant']",female,23,Ukraine,2.8,English + Ukraine,Low,Medium
3845,Ashley Patton,+48030644110,Bachelor of Arts,"['sports', 'traveling', 'reading', 'gaming', 'dancing']",Lublin,"['self-centered', 'driven', 'thoughtless', 'courageous', 'creative', 'disrespectful']",female,26,France,2.95,English,Fast,Medium
3846,Robert Murray,+48439014974,PhD,"['reading', 'dancing', 'hiking', 'art']",Poznan,['arrogant'],female,22,Germany,1.02,English,Fast,High
3847,Raymond Moreno,+48463710910,Master of Science,"['reading', 'sports']",Katowice,"['unfriendly', 'manipulative', 'impulsive', 'arrogant']",male,25,Poland,2.38,English + Poland,Low,Medium
3848,Mary Rodriguez,+48048316352,Master of Arts,"['reading', 'music']",Katowice,"['surly', 'conceited', 'rigid', 'finicky', 'sociable', 'unpredictable', 'adaptable']",male,25,Ukraine,3.52,English + Ukraine,Medium,High
3849,Elizabeth Jones,+48758109660,Master of Arts,['gaming'],Krakow,['insightful'],female,22,Spain,3.09,English,Low,High
3850,Laura Garcia,+48090460912,PhD,"['art', 'dancing', 'gaming']",Warsaw,"['picky', 'apathetic', 'slovenly']",male,27,Ukraine,2.18,English + Ukraine,Medium,Low
3851,Nathan Whitehead,+48318265695,Bachelor of Science,"['dancing', 'gaming', 'music', 'art', 'hiking']",Katowice,"['arrogant', 'forgetful', 'manipulative', 'impulsive', 'creative']",female,23,Poland,3.28,English + Poland,Medium,Medium
3852,Julie Martin,+48592312083,PhD,"['sports', 'traveling']",Krakow,"['exuberant', 'helpful', 'manipulative']",female,24,Poland,2.79,English + Poland,Medium,High
3853,Charles Wilson,+48371127820,Bachelor of Arts,"['dancing', 'hiking']",Gdansk,"['understanding', 'reckless', 'manipulative', 'affable', 'persistent']",female,28,Poland,1.8,English + Poland,Medium,High
3854,Denise Black,+48900521428,Bachelor of Arts,"['dancing', 'cooking']",Warsaw,"['surly', 'gregarious', 'confident', 'exuberant']",female,27,Ukraine,1.92,English + Ukraine,Fast,Medium
3855,Susan Hardy,+48983210045,Master of Science,"['gaming', 'sports']",Warsaw,"['sarcastic', 'forgetful', 'charismatic', 'friendly']",male,23,Poland,2.99,English + Poland,Low,Medium
3856,Gloria Watson,+48648659159,Bachelor of Science,['music'],Krakow,"['indecisive', 'congenial', 'optimistic', 'surly', 'reliable', 'callous', 'accepting']",male,27,Germany,3.81,English,Fast,Low
3857,Benjamin Silva,+48819782185,Master of Arts,['sports'],Katowice,"['thoughtless', 'pessimistic', 'humble', 'mindful', 'discreet']",male,29,France,2.67,English,Medium,High
3858,Thomas Alvarado,+48807251210,Master of Science,"['hiking', 'sports', 'dancing', 'art']",Gdansk,"['indecisive', 'reckless', 'empathic', 'intelligent', 'discreet', 'responsible', 'broad-minded']",male,27,Ukraine,1.89,English + Ukraine,Low,Medium
3859,Christine Hanson,+48733479510,Bachelor of Science,"['cooking', 'gaming', 'dancing', 'hiking']",Szczecin,"['precise', 'kind', 'uncertain', 'creative', 'unpredictable']",male,23,Ukraine,3.63,English + Ukraine,Fast,High
3860,Daniel Chase,+48692029212,Master of Science,"['reading', 'hiking', 'art', 'gaming', 'cooking']",Szczecin,"['creative', 'sympathetic', 'uncertain', 'dishonest', 'callous', 'aggressive', 'conceited']",female,22,Poland,3.44,English + Poland,Fast,Medium
3861,Cindy Harris,+48722282661,Bachelor of Science,"['music', 'sports', 'art', 'gaming']",Wroclaw,"['pessimistic', 'reckless', 'greedy', 'reliable', 'selfish', 'sarcastic', 'humble']",male,27,Poland,2.1,English + Poland,Low,High
3862,Tina Glass,+48802500258,PhD,"['dancing', 'hiking', 'sports']",Szczecin,"['responsible', 'pessimistic', 'congenial', 'affable']",female,27,Poland,1.2,English + Poland,Fast,High
3863,Gabrielle Gonzalez,+48856156164,Master of Science,['traveling'],Warsaw,"['sociable', 'discreet', 'understanding']",male,22,France,1.34,English,Fast,Low
3864,Donna Walsh,+48844289486,Master of Science,"['gaming', 'art']",Krakow,['exuberant'],female,22,UK,4.67,English,Low,Low
3865,Krista Arnold,+48990295677,Bachelor of Arts,"['cooking', 'reading', 'music', 'sports']",Wroclaw,['kind'],female,23,Poland,1.09,English + Poland,Fast,Low
3866,Tracey Lewis,+48768420989,Bachelor of Arts,"['dancing', 'hiking', 'cooking', 'music', 'reading']",Szczecin,"['rigid', 'sarcastic', 'unpredictable', 'stingy', 'forgetful', 'patient']",female,23,Poland,3.76,English + Poland,Low,Medium
3867,Karen Clark,+48050844578,PhD,"['music', 'sports']",Wroclaw,['sarcastic'],female,29,Poland,3.47,English + Poland,Medium,Low
3868,Mary Robertson,+48938601667,Bachelor of Arts,"['dancing', 'hiking']",Krakow,"['arrogant', 'enthusiastic', 'loyal', 'self-centered', 'unpredictable']",female,23,Germany,2.1,English,Fast,Medium
3869,Rhonda Davenport,+48274404257,Bachelor of Science,['art'],Gdansk,"['dishonest', 'empathic', 'affable', 'conceited', 'sympathetic', 'impulsive', 'friendly']",male,22,Ukraine,3.44,English + Ukraine,Medium,Medium
3870,Martin Roberts,+48220913465,Bachelor of Science,"['dancing', 'music', 'art']",Wroclaw,"['bossy', 'callous', 'rigid', 'conceited']",female,23,USA,3.53,English,Fast,High
3871,Stephanie Johnson,+48361359320,Bachelor of Science,"['hiking', 'music']",Lublin,"['malicious', 'empathic', 'intelligent', 'reckless']",male,24,Ukraine,2.09,English + Ukraine,Medium,Medium
3872,Henry Williams,+48451392922,Master of Arts,['hiking'],Poznan,"['thoughtless', 'gregarious', 'affable']",male,23,Ukraine,3.7,English + Ukraine,Fast,High
3873,Michael Mata,+48946887566,Bachelor of Arts,"['hiking', 'cooking', 'gaming', 'music', 'dancing']",Gdansk,"['compassionate', 'congenial', 'reliable', 'mindful', 'disloyal', 'dishonest', 'charismatic']",male,26,Ukraine,4.21,English + Ukraine,Medium,Medium
3874,Christopher Robertson,+48931292708,Bachelor of Arts,"['reading', 'hiking', 'dancing', 'sports', 'cooking']",Lublin,"['forgetful', 'intelligent', 'sarcastic', 'honest', 'courageous']",male,27,Poland,1.45,English + Poland,Medium,High
3875,Natalie Smith,+48601468851,Bachelor of Arts,"['traveling', 'music', 'reading', 'sports']",Lublin,['rude'],male,30,USA,1.78,English,Low,Low
3876,Ann Crawford,+48434568806,PhD,['reading'],Poznan,"['rigid', 'empathic', 'selfish', 'responsible', 'sympathetic', 'exuberant']",female,25,Poland,1.97,English + Poland,Low,Medium
3877,Ashley Pitts,+48707434026,Bachelor of Science,"['sports', 'gaming']",Wroclaw,"['obnoxious', 'cowardly', 'charismatic', 'self-centered', 'optimistic', 'boorish']",male,25,Ukraine,1.54,English + Ukraine,Low,Low
3878,Brenda Martinez,+48997958637,Bachelor of Arts,"['cooking', 'art', 'gaming', 'sports', 'dancing']",Gdansk,"['courageous', 'enthusiastic']",male,27,Poland,1.44,English + Poland,Fast,Medium
3879,Rhonda Mathews,+48439019902,Bachelor of Arts,"['cooking', 'traveling', 'music', 'hiking', 'dancing']",Warsaw,"['affable', 'creative']",female,27,Ukraine,2.32,English + Ukraine,Low,High
3880,Sarah Harris,+48830346252,Master of Science,"['music', 'reading', 'dancing', 'hiking']",Katowice,['discreet'],male,22,Poland,1.38,English + Poland,Low,High
3881,Rachel Anderson,+48455939016,PhD,"['cooking', 'reading', 'hiking', 'dancing', 'art']",Gdansk,"['indecisive', 'picky', 'exuberant', 'aggressive', 'competent', 'cowardly', 'responsible']",female,30,Poland,2.22,English + Poland,Fast,Low
3882,Kyle Wilson,+48734969528,Bachelor of Arts,['music'],Szczecin,"['impatient', 'gregarious', 'arrogant', 'tolerant', 'argumentative', 'thoughtless', 'intelligent']",female,25,Poland,4.62,English + Poland,Low,Low
3883,Jeffery Bryant,+48816625338,Bachelor of Science,"['traveling', 'gaming', 'music']",Gdansk,"['unpredictable', 'callous', 'pessimistic']",female,29,Poland,1.26,English + Poland,Low,Low
3884,Nicholas Moreno,+48865725443,Bachelor of Arts,['reading'],Gdansk,"['disloyal', 'unpredictable']",female,26,USA,1.21,English,Fast,High
3885,Timothy Bernard,+48946739427,Master of Science,"['sports', 'dancing', 'cooking', 'reading']",Krakow,"['stingy', 'arrogant']",male,26,Germany,3.26,English,Fast,Low
3886,Randall Bass,+48837853711,PhD,"['cooking', 'sports', 'traveling', 'gaming', 'art']",Katowice,"['stingy', 'impulsive', 'patient', 'argumentative', 'jealous', 'honest', 'reliable']",female,26,Poland,4.78,English + Poland,Medium,High
3887,Carol Sanchez,+48788209877,Bachelor of Science,"['sports', 'gaming']",Katowice,"['sneaky', 'uncertain', 'pessimistic', 'tolerant', 'reckless', 'thoughtless', 'charismatic']",female,29,Poland,3.44,English + Poland,Medium,Low
3888,Megan Wright,+48413943547,Master of Arts,"['art', 'gaming']",Poznan,"['unpredictable', 'disrespectful', 'friendly', 'impatient', 'selfish', 'aggressive']",male,25,Poland,4.07,English + Poland,Fast,High
3889,Sandra Brown,+48349421087,Bachelor of Arts,"['traveling', 'art', 'music', 'sports', 'hiking']",Warsaw,['insightful'],female,30,Poland,1.49,English + Poland,Medium,Medium
3890,Thomas Perkins,+48324659281,Master of Science,"['reading', 'art', 'traveling', 'hiking', 'gaming']",Gdansk,"['courageous', 'dishonest', 'intelligent', 'sarcastic']",female,28,Poland,3.52,English + Poland,Medium,High
3891,John Moore,+48329063106,Bachelor of Arts,"['cooking', 'reading']",Poznan,"['charismatic', 'finicky', 'vulgar', 'aggressive', 'independent', 'conceited']",female,29,Ukraine,3.69,English + Ukraine,Low,High
3892,Jonathan Clark,+48370107173,PhD,['reading'],Warsaw,"['reckless', 'disloyal', 'patient', 'compassionate', 'congenial', 'conceited']",female,25,Poland,4.69,English + Poland,Fast,High
3893,Tiffany Harris,+48893562875,Bachelor of Arts,"['dancing', 'hiking', 'cooking', 'traveling', 'sports']",Gdansk,"['lazy', 'insightful', 'rigid', 'confident', 'aggressive', 'self-centered']",female,23,Poland,3.6,English + Poland,Fast,Medium
3894,Nancy Dixon,+48445773432,Master of Arts,"['reading', 'music']",Katowice,['honest'],female,27,Poland,4.56,English + Poland,Fast,High
3895,Sarah Edwards,+48575003452,Bachelor of Science,"['reading', 'music', 'cooking']",Wroclaw,"['loyal', 'sociable']",male,29,Ukraine,1.92,English + Ukraine,Fast,High
3896,Catherine Tucker,+48496371568,Bachelor of Science,['traveling'],Krakow,['greedy'],female,24,USA,1.4,English,Low,High
3897,Jennifer Miller,+48927418932,Bachelor of Arts,"['music', 'traveling', 'dancing', 'gaming', 'hiking']",Krakow,"['unfriendly', 'compassionate', 'adaptable', 'understanding', 'mindful']",male,26,Poland,1.26,English + Poland,Low,High
3898,Rachel Jones,+48636275696,Bachelor of Science,"['dancing', 'cooking', 'music']",Krakow,"['disloyal', 'adaptable', 'kind', 'self-centered', 'arrogant', 'determined']",female,29,Poland,3.83,English + Poland,Fast,Low
3899,Dustin Barber,+48284237024,Master of Arts,"['art', 'sports', 'hiking', 'cooking', 'reading']",Lublin,"['sympathetic', 'congenial', 'selfish', 'uncertain']",female,22,Poland,2.23,English + Poland,Medium,Medium
3900,Michael Young,+48053534344,Master of Arts,"['gaming', 'sports']",Warsaw,['independent'],female,30,USA,3.31,English,Medium,High
3901,Brandon Mcguire,+48537950022,Master of Arts,"['traveling', 'cooking', 'dancing']",Szczecin,"['manipulative', 'greedy', 'argumentative']",male,25,Ukraine,1.05,English + Ukraine,Low,Medium
3902,Susan Byrd,+48056047912,Bachelor of Arts,"['gaming', 'sports']",Szczecin,"['mindful', 'fair', 'vulgar', 'kind', 'bossy', 'determined']",female,29,Poland,2.03,English + Poland,Medium,Low
3903,Molly Hudson,+48189422410,PhD,['sports'],Krakow,"['sarcastic', 'confident']",female,25,Poland,2.95,English + Poland,Low,High
3904,Ashley Vaughn,+48549926426,PhD,"['gaming', 'traveling']",Katowice,"['vulgar', 'sneaky', 'creative', 'cowardly', 'humble']",female,30,Poland,2.55,English + Poland,Medium,High
3905,Mr. Kenneth Alvarez DDS,+48673236807,Master of Science,"['traveling', 'sports', 'art', 'music', 'dancing']",Lublin,"['conceited', 'discreet', 'slovenly']",female,30,Poland,4.29,English + Poland,Low,Low
3906,Michelle Hill,+48924138697,Bachelor of Science,"['hiking', 'dancing', 'reading']",Katowice,"['helpful', 'callous', 'humble', 'slovenly']",female,27,Poland,1.36,English + Poland,Medium,Low
3907,Joshua Santos,+48642317009,Bachelor of Science,"['dancing', 'art', 'cooking']",Szczecin,"['stingy', 'competent']",female,26,Poland,4.02,English + Poland,Fast,Medium
3908,Darren Diaz,+48758206350,Master of Arts,"['reading', 'art', 'cooking', 'gaming']",Krakow,"['gregarious', 'slovenly', 'reckless', 'unpredictable']",female,30,Poland,1.66,English + Poland,Low,Low
3909,Shelly Huerta,+48237794583,Bachelor of Arts,['reading'],Lublin,"['unfriendly', 'affable', 'cowardly']",female,23,Ukraine,2.8,English + Ukraine,Low,Medium
3910,Sheri Fox,+48267609701,Bachelor of Science,['music'],Wroclaw,"['obnoxious', 'uncertain', 'vulgar', 'conceited', 'unfriendly']",female,22,Ukraine,3.95,English + Ukraine,Fast,High
3911,William Perkins,+48575412231,Bachelor of Arts,"['gaming', 'cooking', 'dancing', 'sports']",Szczecin,"['indecisive', 'accepting', 'obnoxious', 'unpredictable']",female,30,Ukraine,1.6,English + Ukraine,Low,Medium
3912,Melissa Morse,+48809499390,Master of Arts,"['hiking', 'cooking', 'art']",Poznan,"['selfish', 'empathic', 'aggressive']",female,24,Poland,4.09,English + Poland,Low,High
3913,Paul Scott,+48286514184,Master of Arts,"['cooking', 'music']",Katowice,"['argumentative', 'rigid', 'kind', 'greedy', 'competent', 'self-centered', 'loyal']",male,30,Germany,4.0,English,Medium,Medium
3914,Melissa Shaw,+48335333222,Bachelor of Arts,['gaming'],Lublin,"['empathic', 'determined', 'argumentative', 'malicious', 'loyal', 'charismatic']",female,26,Ukraine,4.78,English + Ukraine,Medium,Low
3915,Kristina Thompson,+48978059654,Bachelor of Science,"['art', 'reading', 'hiking']",Gdansk,['adaptable'],male,27,Italy,2.26,English,Medium,Medium
3916,Timothy Harris,+48801659995,Bachelor of Arts,"['music', 'gaming', 'dancing']",Poznan,"['courageous', 'apathetic', 'honest', 'empathic', 'obnoxious']",male,27,Poland,4.02,English + Poland,Fast,Medium
3917,Eric Ortiz,+48558602205,Bachelor of Science,['hiking'],Katowice,"['lazy', 'competent']",female,23,Ukraine,2.29,English + Ukraine,Medium,Low
3918,Linda Taylor,+48068326260,Bachelor of Arts,['music'],Krakow,"['competent', 'humble', 'callous', 'surly', 'sociable']",male,24,Poland,4.59,English + Poland,Fast,Medium
3919,Anne Miller,+48575505540,Bachelor of Arts,"['gaming', 'dancing']",Katowice,"['impatient', 'congenial', 'determined']",male,26,Poland,3.06,English + Poland,Medium,High
3920,Jared Russell,+48196989339,Master of Arts,['sports'],Katowice,"['manipulative', 'confident', 'intelligent', 'kind']",female,24,Poland,4.44,English + Poland,Medium,Low
